penalty_kill_percentage,shooting_pctg,save_pctg,failed_shots_per_game,saves_per_game,missed_playoffs
75.3,10.9,86.3,23.5112625,27.616,1
81.5,14.7,89.9,25.824575,30.015362500000002,0
78.1,12.3,88.0,27.9653375,27.764,0
76.6,11.9,87.3,32.37675,25.01145,0
76.0,11.2,86.6,25.1637,31.479100000000003,1
83.1,14.0,87.5,25.76775,22.903125,0
82.0,13.2,88.0,25.920650000000002,23.616999999999997,0
79.7,12.5,85.7,25.068749999999998,22.0249,0
73.6,12.9,86.3,25.5747375,30.550199999999997,1
86.4,12.2,88.4,27.81065,21.5917,0
78.3,11.3,87.7,27.18655,27.7132,0
75.2,12.8,86.0,25.3752,24.8755,0
74.8,12.1,86.8,26.655675,26.04,0
80.2,12.1,88.1,28.1829375,28.951862499999997,0
79.7,17.1,88.1,27.0564875,29.084012500000004,0
76.4,12.3,86.1,27.340475,25.3241625,0
72.1,12.5,85.2,27.0265625,26.99775,1
76.7,11.1,85.5,26.392187500000002,25.575187500000002,1
82.2,14.3,88.0,25.8706875,28.523,0
80.6,12.4,87.7,26.1048,30.793662499999996,0
79.8,12.9,89.9,29.352700000000002,26.812675,0
76.0,12.3,87.0,24.665625,32.222625,1
79.8,12.6,86.8,26.22,23.620449999999998,0
82.4,12.6,87.5,25.225825,20.7921875,0
79.2,12.8,86.7,26.3344,21.37155,0
73.9,10.9,86.4,25.905825,28.404,1
77.1,12.6,88.4,27.90245,22.8072,0
77.2,12.9,88.7,26.0973375,29.392962500000003,0
73.3,13.8,85.8,24.50235,27.027,0
76.1,12.0,87.9,27.346,26.2051875,0
74.2,13.0,87.9,30.395625,27.4248,0
78.3,15.5,88.7,27.4096875,29.13795,0
70.5,11.4,84.89999999999999,27.609975000000002,28.2398625,1
81.9,13.3,86.6,27.6464625,26.272274999999997,0
74.2,12.9,85.0,25.411425,26.488125,1
78.4,13.9,89.3,25.313399999999998,29.681087499999997,0
77.8,11.0,88.5,28.32425,26.527875,0
82.8,12.3,89.60000000000001,29.927625,25.8832,0
77.0,12.9,87.7,26.325975,27.2856625,1
76.0,12.6,86.8,26.886425,23.685550000000003,0
80.5,12.3,87.8,26.288075000000003,26.241225,1
79.3,14.0,87.1,25.3055,23.6149875,0
77.3,12.4,86.1,27.4407,29.8444125,0
81.0,13.0,87.7,26.361,24.2929,0
77.9,13.5,87.5,28.0584375,30.526562500000004,0
71.0,11.7,84.2,25.1655,27.6597,1
77.2,12.0,88.7,27.665,28.60575,0
76.2,12.8,87.5,30.1385,27.496875,0
81.1,16.1,88.8,27.739437499999998,30.835800000000003,0
78.6,11.9,86.2,26.011525,26.021625,0
71.9,11.7,85.1,26.7549,27.763875,1
73.2,12.4,86.3,25.80915,29.0291625,1
78.0,11.2,87.4,27.5391,24.329974999999997,0
81.1,12.4,87.4,27.0684,27.935225,0
82.2,12.8,90.0,26.3126,27.64125,0
76.1,12.2,87.7,26.62535,25.82765,1
81.5,12.5,88.3,26.3046875,26.1368,0
75.6,11.5,86.8,26.837625,25.22625,1
83.3,12.4,88.9,24.528,24.114125,0
78.0,11.9,87.7,26.540125,28.4476875,0
80.9,12.5,88.2,24.871875,26.04105,0
76.2,11.3,88.6,28.395087500000002,30.01325,0
78.6,12.0,88.1,23.914,25.3838125,0
81.4,12.0,87.6,25.817,25.8858,0
79.8,12.6,88.1,27.6184,26.716325,0
80.0,15.8,88.0,24.807425,26.07,0
75.9,11.9,86.2,26.187725,24.577775,1
73.1,12.9,86.3,26.9247875,26.860875,0
78.4,12.3,86.8,26.26615,24.304,0
77.4,12.7,89.4,26.3755125,28.261575,0
80.6,11.8,88.4,28.014525,26.9399,1
81.0,11.8,88.1,27.36405,26.914550000000002,0
76.4,12.7,87.3,27.3249,27.106650000000002,1
83.5,11.6,88.5,28.65265,24.072,0
78.1,11.8,88.2,26.34975,28.411424999999998,0
83.8,12.4,89.7,26.247149999999998,25.811175,0
77.9,11.3,87.3,26.731962499999998,29.6710875,0
81.0,11.4,88.8,27.255575,24.7086,0
80.2,12.1,88.5,25.7876625,31.572374999999997,0
83.9,14.3,88.9,24.1566875,26.8811375,0
79.3,12.2,87.9,25.077875,26.6446875,0
80.4,14.9,87.1,28.359575000000003,25.825149999999997,0
80.8,15.5,87.8,24.726812499999998,25.9449,0
79.5,11.8,86.9,25.368524999999998,26.4719125,1
77.4,12.9,86.0,26.78325,27.616749999999996,0
75.4,11.3,86.4,27.6744,25.8228,1
73.6,10.9,86.8,27.0529875,26.72355,1
77.0,11.4,87.5,30.135075000000004,26.873437499999998,0
81.5,12.9,88.3,26.0102375,26.97565,0
77.0,15.2,87.8,24.1786,31.344600000000003,0
82.0,11.5,88.0,27.766875,23.54,0
79.0,13.0,87.4,24.273,25.97965,0
82.2,12.8,89.7,26.901200000000003,23.804137500000003,0
72.7,12.0,87.5,23.815,30.001562500000002,1
79.8,12.2,88.2,27.371650000000002,24.2991,0
74.6,11.3,86.7,29.1490375,27.2346375,0
81.5,13.6,87.4,24.786,27.42175,0
76.7,11.8,87.3,25.655175,24.5203875,0
82.8,12.8,89.0,30.2039,22.906375,0
82.8,14.6,87.4,23.751875,26.569599999999998,0
80.8,10.3,88.8,27.3921375,25.1082,0
80.3,14.9,87.6,26.8596875,29.532149999999998,0
80.3,12.0,88.3,27.104,27.119137499999997,0
76.5,11.9,89.3,25.9784875,29.937825,0
78.7,11.7,88.9,26.324437500000002,26.7033375,0
81.0,11.8,88.3,27.2097,28.0794,1
74.7,13.7,86.6,25.027,29.054299999999998,1
83.2,11.1,89.2,29.014737500000003,23.939049999999998,0
83.5,11.8,90.2,26.6364,28.4581,0
80.7,11.6,89.8,27.4924,25.8175,0
78.2,13.8,87.2,26.237125,30.4982,0
80.8,11.7,88.2,26.7217875,25.6221,0
80.2,12.0,86.6,29.04,23.685100000000002,0
75.3,12.7,87.0,24.684075,27.024375,1
80.9,12.6,88.2,25.488025,26.019000000000002,0
79.2,12.7,86.9,29.987550000000002,22.0182875,0
80.3,14.0,87.8,24.209,25.516875,0
74.8,10.6,87.4,25.780725,26.514975,1
76.0,14.2,86.4,25.4397,26.8164,0
79.7,10.9,88.2,27.7880625,24.6519,0
77.9,10.3,88.4,24.3087,27.56975,1
79.8,12.2,89.60000000000001,26.8229,28.560000000000002,0
80.8,11.0,88.4,25.4095,25.3487,1
79.2,14.2,88.8,25.9116,30.2253,0
82.6,11.9,88.2,27.6634,24.696,0
83.2,12.1,88.6,26.479875,26.9344,0
80.8,11.4,89.2,26.413875,25.8234,0
77.5,10.3,87.6,26.2708875,28.17435,1
86.0,10.9,87.8,26.395875,23.179199999999998,0
83.8,11.1,90.5,28.492449999999998,25.045875000000002,0
77.7,11.8,87.3,25.46775,25.6771125,0
83.8,12.2,89.3,27.986250000000002,26.1760625,0
81.7,13.2,88.0,28.253399999999996,24.2,0
79.4,12.3,88.8,24.1942375,26.9508,0
77.6,10.1,86.7,26.947525000000002,25.6957125,0
83.0,14.1,89.5,25.877375,26.98425,0
81.8,11.6,88.7,27.56975,25.390375,0
76.5,13.1,88.6,24.179925,29.12725,1
84.8,12.2,90.3,28.897175,28.7041125,0
80.6,10.8,88.1,25.9126,25.2736875,1
79.9,13.5,87.8,27.485374999999998,27.63505,0
80.2,10.1,88.2,29.9367,25.787475,0
78.5,11.1,88.4,28.892500000000002,28.509,0
81.2,10.9,90.7,27.2089125,25.2486125,0
80.9,9.6,88.2,27.4025,27.45225,1
83.7,13.3,87.9,26.8878375,24.9526125,0
84.2,9.7,88.4,29.866725000000002,22.4094,0
81.4,12.9,88.6,26.979225,24.78585,0
83.5,11.7,90.2,26.2251,30.521425,0
78.1,12.0,87.7,27.192,27.077375,1
78.0,13.3,88.0,24.0267375,27.335,0
80.1,10.7,89.1,29.792712499999997,25.6051125,0
81.8,11.9,88.9,26.6392375,29.5925875,0
78.1,9.4,87.6,26.500500000000002,31.755,1
81.4,11.1,88.1,29.358158200000002,26.2621695,0
79.5,12.9,88.0,27.021729800000003,25.886696,0
81.2,10.9,89.1,29.6363529,30.007632600000004,1
77.4,12.8,88.1,25.9523768,28.0136856,1
83.2,13.5,89.60000000000001,28.0610325,27.5306752,0
83.0,11.5,87.8,30.4798425,22.922033799999998,0
83.5,12.5,88.9,27.8229,28.342209,0
82.0,12.2,88.9,27.8973964,26.6805791,0
82.4,11.3,90.10000000000001,26.937303,26.1718876,0
74.4,9.6,87.0,27.3244848,26.452176,1
82.9,12.0,88.0,28.338112,24.996224,0
83.5,10.3,90.0,28.9069014,24.58926,0
81.2,13.3,88.5,28.538778899999997,25.549065,0
83.7,11.6,90.2,25.6675588,30.496169000000002,0
83.1,12.2,88.6,27.5629662,26.115913199999998,0
77.2,10.3,88.1,25.062628500000002,29.744233899999998,1
78.5,13.0,88.8,27.570735,26.143164,0
78.5,11.8,88.2,29.977504200000002,30.324042000000002,0
81.1,11.5,91.0,27.993435,26.400829,0
81.1,11.2,89.7,26.544895200000003,27.3478257,0
84.6,10.4,90.10000000000001,30.624025600000003,24.970584300000002,0
80.7,12.2,88.2,25.1798108,27.961516800000002,1
82.0,10.9,89.3,28.968102899999998,28.4483903,0
84.7,9.7,88.1,32.0350086,22.1613788,0
84.7,11.9,91.10000000000001,24.8463144,26.7009545,0
82.6,10.8,90.2,27.8325408,27.1996296,0
73.3,9.4,85.7,23.178469800000002,28.321793200000002,1
81.9,11.1,90.5,26.775791,27.516344000000004,0
82.6,10.2,91.7,24.491872400000002,30.654026200000004,1
82.7,8.9,89.1,27.1456136,24.3539703,1
81.6,10.6,87.9,27.735277200000002,22.7283909,0
83.4,10.0,90.2,27.26784,26.394233800000002,0
80.9,11.9,88.1,31.3593712,24.1541127,0
81.2,10.5,90.4,27.382704,31.7045456,0
80.7,11.4,88.9,27.845739599999998,24.458079100000003,0
80.5,10.2,89.5,27.2499896,30.8029465,1
81.7,10.6,87.9,27.9375,23.9109096,0
82.7,9.5,90.4,25.878656,28.1531816,1
84.1,11.2,89.8,27.0417312,27.6776172,0
80.5,10.6,89.4,29.470084200000002,32.4181386,1
78.6,12.0,88.9,22.010472,25.2836045,0
81.2,9.4,90.10000000000001,27.255469800000004,22.862875,0
83.9,9.1,89.4,28.9554678,23.523375,0
80.8,11.4,89.8,24.25425,24.1150716,0
79.9,12.9,90.0,25.4041957,29.587500000000002,0
86.9,9.1,89.1,31.265782200000004,21.680970300000002,0
85.5,10.2,91.8,23.8718034,27.88425,0
80.6,9.1,90.3,26.0580303,28.8207801,1
84.9,8.9,90.5,28.8483637,28.8846135,0
83.2,9.7,90.7,22.4056875,25.8116781,1
84.4,9.4,89.1,24.1600302,24.5953422,1
84.5,9.8,89.9,26.04525,22.3251367,0
84.2,10.8,90.4,26.81575,22.505803200000003,0
86.4,11.5,90.3,28.965342,22.687875000000002,0
80.3,12.6,90.0,25.6919292,25.425,0
85.1,11.2,90.4,26.8435296,26.5173032,0
77.7,9.5,87.5,26.904926,26.778675,1
83.5,9.7,89.60000000000001,29.704907400000003,26.5253632,0
75.7,9.3,89.7,25.433821899999998,29.6384049,1
84.4,8.9,90.3,28.8483637,26.1117801,0
81.0,9.8,89.60000000000001,27.116375,31.136,1
81.2,11.2,89.4,21.312,28.2541548,0
84.6,8.2,90.7,29.521503,24.0355,1
78.3,9.9,88.0,25.3818007,28.192208,1
82.0,10.2,90.4,29.2507336,27.263284000000002,0
85.8,11.1,90.2,27.4289393,23.3529604,0
83.3,13.7,90.0,27.837014300000003,31.170689999999997,0
80.3,9.9,87.8,31.1834298,23.598884,0
84.0,10.6,91.0,25.4353728,32.316102,1
82.2,11.2,90.7,25.5895848,29.377911400000002,0
77.9,8.7,88.4,24.539614,26.9943544,1
82.6,9.2,90.3,29.620776,28.7528745,0
83.0,10.7,89.8,25.7445649,25.0453996,0
84.5,9.3,89.8,28.1612616,26.611421800000002,0
82.6,9.5,90.0,27.26041,22.41216,0
85.5,12.2,90.60000000000001,23.9844138,25.7878404,0
88.3,12.3,90.9,28.320697900000003,21.9711663,0
83.0,8.6,89.9,28.4009048,26.794605100000002,0
80.1,9.8,89.2,27.1260264,24.1601768,0
83.8,12.3,89.9,28.277900299999995,25.9832576,0
80.8,9.8,87.8,27.0489956,26.6933072,1
81.3,11.2,88.8,26.7699144,26.780748,0
80.8,9.9,90.60000000000001,25.865277300000002,29.157707399999996,1
80.4,9.2,88.9,27.3728404,27.3855561,1
81.1,9.9,89.60000000000001,28.271578,31.7424128,1
76.6,11.8,86.9,23.0502762,28.783018,1
88.1,8.9,91.60000000000001,28.807642,24.128814000000002,0
83.4,11.0,89.9,23.747781,27.2002339,1
79.9,10.2,91.10000000000001,27.6847114,28.752071,0
85.7,10.4,89.7,28.890534399999996,23.048504700000002,0
81.1,11.8,90.0,25.965198,30.863430000000005,0
81.8,9.6,87.7,26.7562304,25.9998051,1
83.8,11.3,92.4,22.6076786,30.739909200000003,0
79.5,10.1,90.10000000000001,27.1234593,30.5460624,0
81.9,9.4,88.9,26.4839202,22.9514019,0
82.0,9.6,90.3,26.469572,31.0874004,1
85.5,9.3,91.5,26.4025886,26.3341575,0
84.8,8.4,89.60000000000001,28.7534232,25.841984,1
84.8,9.0,89.3,26.301184,23.555554,1
84.2,9.0,91.3,27.643980000000003,26.8889456,0
86.7,9.3,90.5,30.152217299999997,22.9009345,0
83.4,9.8,89.4,26.5649824,24.475932,0
83.2,8.3,89.8,28.7513429,25.593,1
87.6,10.6,91.7,28.5643728,27.7000941,0
82.5,10.0,90.3,27.66951,28.1471421,0
80.8,11.2,89.0,24.918168,26.884497,1
81.5,10.5,91.3,25.441986,29.928596500000005,0
83.4,10.3,90.5,26.6802783,22.9340575,0
87.2,9.0,90.4,26.401102,30.636740800000002,1
83.9,8.9,88.4,26.2190355,25.8516076,1
86.7,9.4,91.5,26.528133,21.681016500000002,0
85.9,10.0,90.5,23.25735,26.0242705,1
85.4,9.5,90.0,22.9009345,25.23294,1
86.7,10.3,90.7,25.7285613,23.0510422,0
86.4,10.5,91.5,23.750257,24.5711355,0
84.6,9.9,91.0,24.5027851,23.981867,0
84.3,9.7,92.7,23.9184834,28.940476500000003,0
84.5,10.3,90.3,24.9081651,23.511049800000002,0
84.5,8.0,90.2,26.93806,22.4290418,0
86.6,8.5,89.9,25.352179500000002,25.785927100000002,1
85.2,9.2,90.3,24.1063104,24.9535923,1
79.7,8.9,89.2,25.308035500000003,25.6939708,1
82.4,7.2,88.7,23.765894399999997,25.7121786,1
89.2,9.8,91.2,24.4749582,25.4914944,0
84.8,8.4,90.9,25.446938,24.2880255,1
86.4,9.9,90.7,27.8101759,23.4271751,0
86.7,11.6,89.7,23.7494556,21.6482877,0
84.0,9.6,88.9,25.0253416,24.6751729,1
87.0,10.1,91.5,25.1061932,27.003663,0
83.7,9.1,90.3,26.061666300000002,25.4711919,0
82.2,10.7,89.0,22.7823946,26.906213,1
81.8,9.4,89.5,24.130494600000002,27.199229,1
88.0,11.0,91.10000000000001,23.878077,20.775263900000002,0
84.2,10.3,90.9,24.0658821,27.5027949,0
85.2,9.7,89.3,23.8854336,21.9982513,0
85.5,9.7,90.3,28.2462915,22.310691900000002,0
83.5,9.0,89.5,23.937459,25.441986,1
85.7,10.4,90.8,22.7824128,27.4171508,1
84.1,9.4,89.60000000000001,27.0805212,20.5096192,0
81.5,11.6,89.4,22.5204304,23.2112796,0
89.2,9.5,91.9,24.964787,24.9474497,0
86.2,9.6,92.9,23.702428,27.8813338,0
87.2,8.1,90.5,25.4293733,24.357713,1
86.1,9.5,91.3,27.624582,23.0254035,0
80.3,11.6,90.2,24.9891772,25.9490066,0
85.3,9.8,91.60000000000001,23.562044,26.7985876,0
81.9,9.1,90.3,25.5738969,25.9337085,1
82.4,8.4,88.9,23.793649600000002,28.5456122,1
84.4,8.4,89.8,26.5528248,23.4684218,1
80.2,9.4,89.7,23.699601,26.2974387,1
87.3,9.3,90.9,29.0018692,24.5540898,0
79.0,8.6,90.4,24.733754,29.8650864,1
87.9,9.6,88.8,27.2192592,20.229084,0
79.8,9.0,90.3,26.012714000000003,26.594433600000002,1
83.7,10.4,91.0,25.1207936,25.302459000000002,0
82.1,9.6,89.8,26.414428,24.3446004,0
82.9,9.9,89.3,21.3712695,26.2672378,1
84.5,9.2,92.10000000000001,25.8115344,29.1574785,0
86.5,10.4,91.5,24.7601536,21.926511,0
85.8,8.2,91.0,25.9390998,27.255592,1
85.0,9.1,91.4,23.7558969,24.711452400000002,0
87.5,9.2,90.3,30.085762799999998,23.136666,0
80.0,9.0,90.0,23.826439,30.095100000000002,1
83.2,9.0,89.9,26.811694,26.8165407,1
86.7,9.5,90.8,27.536254,21.4708404,0
82.5,11.3,90.0,23.116107,25.858530000000002,0
79.5,8.3,89.1,28.1362193,24.7089447,1
85.0,9.6,90.8,24.5623128,24.4495344,0
86.8,9.2,91.4,23.6412328,25.2353572,1
87.5,9.4,89.8,28.5500532,22.6032886,0
82.4,11.4,90.7,23.3493782,26.3915232,0
84.2,10.0,89.9,23.71833,23.4727102,1
85.5,11.1,91.4,23.8295561,27.0967182,0
80.7,9.8,87.6,22.923969200000002,26.6431896,1
86.2,10.0,91.5,24.90363,25.329853500000002,0
83.7,11.5,89.8,22.7293665,26.2500666,1
85.8,10.6,90.3,28.5643728,23.8854336,0
85.1,9.0,90.4,24.581102,27.5499424,1
87.8,10.1,90.9,26.8055729,20.108898,0
79.7,8.5,89.2,27.539304,25.9006472,1
84.5,10.6,91.2,23.8545126,25.391448,0
85.4,9.8,90.9,25.4099714,25.6958847,0
80.4,10.4,89.7,23.8969472,25.0722264,1
79.0,9.2,90.0,26.0440732,24.79392,1
89.2,10.1,91.60000000000001,23.0122424,24.385752,0
82.3,10.1,90.0,26.5424356,25.13412,0
83.6,10.0,90.9,24.67314,26.128205100000002,0
84.7,11.4,90.4,27.9846644,22.3133416,0
82.2,8.2,88.7,25.2673992,25.723,1
78.5,10.7,88.7,25.5376568,27.853928800000002,1
82.5,9.8,90.3,26.971964800000002,23.6101089,0
80.7,11.7,89.3,25.7792733,26.1039081,0
82.8,9.6,88.6,26.0065432,23.673477000000002,1
88.0,9.9,91.60000000000001,24.217078,24.519762800000002,0
82.2,9.6,89.9,23.6803704,25.1829678,1
86.4,11.1,90.8,26.8434439,24.748538800000002,0
85.0,10.2,90.8,24.9249778,24.8482372,0
87.2,9.6,89.8,24.4410864,24.1583552,0
83.9,9.2,90.4,24.0287672,28.211399200000002,1
82.9,10.0,89.0,22.1049,27.752781,1
84.1,9.9,90.7,25.7993241,25.141586500000003,0
83.9,9.7,88.8,23.7863745,23.7160824,1
85.7,9.5,90.9,29.246975500000005,24.6206286,0
85.2,8.5,91.5,24.347967,26.189130000000002,1
85.3,10.0,89.9,27.37314,21.1923068,0
79.9,8.8,89.4,24.801931200000002,24.247068,1
82.8,11.3,90.7,25.9068751,22.7745886,0
83.8,11.3,89.60000000000001,23.202589500000002,23.3725184,0
80.9,9.8,88.8,26.773975800000002,22.979664,0
81.8,8.9,89.9,23.5859722,26.4985644,1
86.2,11.5,90.8,22.664673,22.622456800000002,0
81.2,11.0,89.4,24.833136,23.549301,0
86.2,9.6,91.10000000000001,24.992255200000002,24.0970432,0
80.7,9.1,90.60000000000001,23.0796918,27.345707400000002,1
84.7,8.3,90.9,22.589469700000002,25.5738969,1
83.8,8.4,90.2,27.3124636,20.899971400000002,0
85.8,10.3,90.4,25.3676085,25.1907736,0
79.9,9.5,90.10000000000001,26.399483500000002,28.7660468,1
86.3,9.6,91.0,26.921572,23.737714,0
83.8,8.9,89.60000000000001,24.6081142,26.1588096,1
87.1,9.1,90.2,28.777576500000002,22.6270308,0
86.5,9.3,90.60000000000001,25.3849346,23.4234522,1
86.3,9.9,92.0,22.9864922,29.137044000000003,0
84.4,9.8,90.2,27.1590396,23.3859736,0
84.5,10.6,89.9,25.5008136,22.4091932,0
83.7,9.2,90.2,25.988776,24.354,0
80.7,8.2,90.60000000000001,24.6852036,29.4560532,1
85.3,8.2,91.3,24.394197600000002,28.0914579,1
82.2,9.9,89.8,25.1950234,25.8120222,1
81.5,9.5,90.0,25.0640655,22.79637,0
86.0,9.9,91.3,27.8870312,24.0386509,0
85.9,9.7,90.10000000000001,22.233666,25.4257695,1
85.2,9.5,89.8,26.267082000000002,20.2269112,0
81.5,9.1,90.2,24.465371400000002,24.662033,1
87.0,9.4,92.2,24.8818404,24.4779936,0
85.6,9.1,91.4,25.0085898,23.630281800000002,1
85.0,10.9,89.9,25.2740169,22.7929763,0
86.1,8.2,91.2,23.979996,25.0577472,1
81.5,9.2,90.0,25.8558448,23.432940000000002,1
86.6,10.1,90.7,23.1327983,22.6860654,0
85.8,11.1,91.5,24.154752300000002,26.055174,0
83.0,8.0,89.7,22.955104000000002,27.008490600000002,1
82.9,10.0,89.60000000000001,21.44637,25.0989312,1
87.9,8.3,91.4,29.0867815,21.545904800000002,0
83.5,9.2,90.0,26.874620800000002,25.44147,0
81.2,8.5,90.5,27.505815000000002,26.774787,1
85.2,8.3,91.8,28.371063,22.602996,0
83.5,9.1,89.9,23.0465133,27.7922254,1
82.7,9.3,89.8,29.1566941,25.4287558,0
85.4,8.1,90.5,26.2811944,25.351041000000002,1
81.7,9.7,91.3,23.3348745,29.817210499999998,1
84.9,10.8,91.0,26.564206,22.561357,0
86.8,11.0,91.4,23.367929,27.007603200000002,0
81.9,7.1,89.7,27.348831,25.509783000000002,1
81.5,7.9,91.3,25.0354509,30.340542099999997,1
82.6,9.1,90.9,26.5494357,25.4741796,0
81.2,10.1,91.0,24.3717102,27.233388,0
84.8,9.1,90.4,25.263564300000002,25.8522304,1
85.4,11.0,91.4,26.493787,26.3165278,0
82.7,7.9,90.9,26.012631900000002,24.9642306,1
81.8,11.0,89.2,24.97429,22.2673528,0
83.3,7.9,89.7,26.2934448,24.3065472,1
82.5,10.5,91.60000000000001,26.042352,25.949638800000002,0
82.6,10.1,89.8,25.139096600000002,24.6183108,0
84.1,11.1,90.5,25.889458,24.114901500000002,0
87.4,9.0,91.9,24.925082,26.6397882,0
85.5,9.9,91.8,27.0959532,23.207499000000002,0
83.3,8.9,89.7,25.2413503,23.4204906,1
81.0,9.3,90.0,25.473457800000002,26.25363,1
85.3,9.9,90.0,23.546824100000002,28.986569999999997,1
86.0,9.5,92.4,23.022295,26.311454400000002,0
85.3,8.8,91.8,27.059678400000003,22.4014032,0
85.5,10.1,90.60000000000001,25.6653712,24.7935054,0
79.4,8.5,89.60000000000001,26.959011,26.180672,1
83.3,9.5,91.10000000000001,26.609172,23.2416142,0
77.2,9.4,88.9,22.4179734,29.488752299999998,1
83.6,8.4,91.8,27.926824800000002,25.524898200000003,0
84.8,9.6,90.60000000000001,25.367144,25.8541596,1
82.5,9.2,91.8,25.136073200000002,26.2413972,0
83.6,10.8,90.7,26.3357648,22.564346,0
83.4,10.7,90.60000000000001,24.5357108,23.9426808,0
81.6,7.2,90.3,27.0930528,23.6762085,1
86.4,8.3,92.2,25.4187815,31.7977516,1
84.9,10.0,90.8,27.0,23.0875344,0
81.3,9.6,90.2,21.4534568,28.4460132,1
83.5,7.8,89.7,26.996621,27.5772783,1
86.8,10.3,91.2,27.172551900000002,23.923310400000002,0
81.8,9.7,90.7,24.5241255,25.8273692,0
84.5,8.6,90.60000000000001,24.778357200000002,23.2355478,0
84.7,8.9,91.60000000000001,24.974700600000002,23.3468248,0
83.8,9.8,91.5,26.5209648,25.9436355,0
81.1,9.5,90.4,25.737295,23.9780576,1
86.0,9.9,91.10000000000001,26.139992200000002,24.252642,0
84.7,7.5,91.3,27.501822500000003,27.2007351,1
85.8,8.8,90.8,24.423816000000002,21.0611508,0
80.7,8.7,90.2,26.1540719,24.342995600000002,1
85.3,9.5,92.30000000000001,25.384164000000002,26.710697,0
85.2,7.8,90.9,25.6361178,29.0769102,1
84.5,9.5,92.30000000000001,21.8744835,26.823303000000003,1
81.9,9.7,90.60000000000001,26.3741919,26.550239400000002,0
79.2,8.9,89.2,27.5633071,27.7281768,1
83.7,10.2,91.10000000000001,26.8086226,26.1968071,0
79.1,10.3,89.3,27.916434,25.8316324,0
78.8,10.6,88.6,25.0429068,29.421667799999998,1
83.7,9.1,90.2,27.835398,28.963039600000002,1
86.6,11.0,90.60000000000001,27.242722,27.644053200000002,0
81.1,9.8,90.3,27.170044,27.6075996,0
84.7,11.1,91.3,30.475364500000005,26.0984702,0
80.0,10.9,89.5,25.2414063,27.384852000000002,1
81.8,11.2,89.7,27.6470808,27.3147264,0
82.3,8.7,91.2,30.329403499999998,31.730942400000004,1
81.5,9.5,88.7,28.628860500000002,24.446607,0
78.9,9.4,89.60000000000001,27.0142926,31.469312000000002,1
83.9,8.4,88.5,27.7034124,26.085906,1
85.5,10.8,90.60000000000001,30.4150592,24.086372400000002,0
84.6,10.6,91.60000000000001,25.9478136,29.736474400000002,0
82.2,8.3,88.7,26.1121252,27.1508926,1
84.2,9.4,91.5,25.4011596,25.229478,0
84.6,11.4,89.60000000000001,26.6232368,26.3882752,0
84.1,10.2,88.4,26.742889,22.5851392,0
